LANGUAGE,English,Czech,Comment
STRM_f01v250,"We are thousands of kilometers from the nearest port.\nIt takes shipments days and sometimes weeks to reach us and we can't use planes since we do not have an airport.","",Chernikov
STRM_f01v251,"It improved slightly lately, but we must still be careful with what we have as replenishments take long time to reach us.","",Chernikov
STRM_f01v252,"We do have enough to stay afloat, but I would like to get more.\nWe are currently in talks with the navy to get more supplies in from Vladivostok.","",Chernikov
STRM_f01v253,"I must say, I would be overjoyed if it went through. The main concern is the treaty.\nIf the Americans see any more ships, they might go ballistic again and complain.","",Chernikov
STRM_f01v254,"Our boys do deserve better. Last winter, we faced a serious lack of food and had to ration the little we had.\nI don't wish to repeat that ever again.","",Chernikov
-- Chernikov - Exit conversation
STRM_f01v255,"Thank you for your time, comrade Chernikov.\nI'll let you get back to your work. Take care.","",Lemontov
STRM_f01v256,"No problem. I'll see you later, comrade Lemontov, goodbye.","",Chernikov
-- Chernikov - Re-enter
STRM_f01v257,"Is something amiss, comrade Lemontov?","",Chernikov

-- Belsky - Introduction
STRM_f01v258,"Postmaster Belsky?","",Lemontov
STRM_f01v259,"In person. What can I do for you, comrade?","",Belsky
STRM_f01v260,"I'm looking for information about domestic politics and world affairs in the last seven years.","",Lemontov
STRM_f01v261,"Hm, oddly specific, but I can certainly oblige. What do you wish to know about?","",Belsky
-- Belsky - Soviet Union
STRM_f01v262,"What's the situation back home?","",Lemontov
STRM_f01v263,"Not good.\nThe economy is in recession, the political elite is corrupt and the socialist states and members of Warsaw pact\nare playing with the idea of secession.","",Belsky
STRM_f01v264,"What about the leadership?","",Lemontov
STRM_f01v265,"There were many in charge in the last seven years.\nComrade Brezhnev died in 82, afterwards it was comrade Andropov,\nbut he only lasted until his untimely death in 84.","",Belsky
STRM_f01v266,"Then there was a troika of comrades Ustinov, Gromyko and Chernenko.\nComrade Ustinov died in 85 and was replaced by comrade Mazurov.\nThat's the current troika in power.","",Belsky
STRM_f01v267a,"None of them have enough individual strength to rule alone and so they depend on each other.\nAt the same time, they try to weaken the others so that they can gain an absolute power.","",Belsky
STRM_f01v267b,"The result is an ineffective rule and a lot squabbling.","",Belsky
STRM_f01v268,"I do not know how to fix the economy, but a draining war in Afghanistan and massive military spending do not help.","",Belsky
STRM_f01v269a,"The seceding states is another matter.\nThere were few demonstrations already in Poland, Czechoslovakia, Hungary, the Baltic states...","",Belsky
STRM_f01v269b,"The presence of the army restored order, but tension is in the air.","",Belsky
STRM_f01v270a,"There will have to be a change in the next years, the situation is not maintainable.\nWhat this change is going to entail and whether it can be peaceful, I can't tell you.","",Belsky
STRM_f01v270b,"One thing is certain - hard times are ahead.","",Belsky
-- Belsky - United States
STRM_f01v271,"How does the west look like?","",Lemontov
STRM_f01v272,"The United States is as strong as ever.\nAlthough in recession for the first few years of the decade, now their economy is on sharp rise.","",Belsky
STRM_f01v273a,"Ronald Reagan is the incumbent president since 81.","",Belsky
STRM_f01v273b,"He took a hard stance against us - calling us an 'evil empire' and increasing the material support to our enemies.","",Belsky
STRM_f01v274,"They know we're in trouble and we cannot sustain the status quo for much longer.\nThey are going to win in the long run without firing a single shot.","",Belsky
-- Belsky - Afghanistan
STRM_f01v275,"I keep hearing about Afghanistan. The war there is still ongoing?","",Lemontov
STRM_f01v276,"It was supposed to be a one year affair at the longest.\nNow it has become a seven year ordeal with no end in sight. ","",Belsky
STRM_f01v277,"Although we captured all of the urban areas and the main roads, the mujahideen retreated to the mountains and waged a guerilla war.\nThey received substantial aid from abroad and the mountains provided them with cover.","",Belsky
STRM_f01v278,"We never managed to defeat them, it was impossible.\nEven leveling entire villages did not diminish them.","",Belsky
STRM_f01v279a,"The war's been in a stalemate for years now.\nWe spent a lot to achieve very little.\n","",Belsky
STRM_f01v279b,"I'm not sure what the current goal is, but even if we by some miracle managed to win, it would not have been worth it.","",Belsky
-- Belsky -- Exit conversation
STRM_f01v280,"Thanks for all the information, I needed that.","",Lemontov
STRM_f01v281,"No problem. Were you living under a rock for the past seven years of what?","",Belsky
STRM_f01v282,"You could say that. I just returned from captivity.","",Lemontov
STRM_f01v283,"Wait, you are Grigory Lemontov. They told me you'd be returning today.\nIt was a pleasure, comrade! If you ever need any sort of information, I am your man!","",Belsky
STRM_f01v284,"That is good to know. Take care, comrade Belsky.","",Lemontov
STRM_f01v285,"Goodbye, comrade Lemontov!","",Belsky
-- Belsky - Re-enter
STRM_f01v286,"How can I help you, comrade Lemontov?","",Belsky

-- Kuznetsov - Introduction
STRM_f01v287,"The hero has returned! I salute you, comrade Lemontov.","",Kuznetsov
STRM_f01v288,"Comrade Kuznetsov, you haven't changed much. Still not an officer?","",Lemontov
STRM_f01v289,"I am not suited to command people, comrade. I wouldn't take it seriously enough.\nI am much happier with my current position.","",Kuznetsov
STRM_f01v290,"By your current position you mean the one you've kept for what, ten years?","",Lemontov
STRM_f01v291,"My experience only makes me better. So I am both happy and good at my job, a win-win situation.\nDid you come to hear about what's been going on around here?","",
STRM_f01v292,"Precisely.","",Lemontov
STRM_f01v293,"Then ask away.","",Kuznetsov
-- Kuznetsov - Kolguyev
STRM_f01v294,"Tell me about the end of the war, about the peace treaty.","",Lemontov
STRM_f01v295,"After you were captured, they smashed the rest of our army.\nSome managed to retreat from the island, but many were taken prisoner.\nNot to mention all the equipment and vehicles.","",Kuznetsov
STRM_f01v296a,"In the end we managed to negotiate a somewhat favorable peace deal.\nWe had to renounce our claim on Everon and reduce the Kolguyev garrison to one hundred men.","",Kuznetsov
STRM_f01v296b,"In exchange, we received most of our prisoners back, with the exception of you. They also kept all of our equipment.","",Kuznetsov
STRM_f01v297,"Everon was declared neutral and the Americans also left it and returned to Malden.\nThe peace treaty forbids us to come close to Everon and Malden, otherwise hostilities will resume.","",Kuznetsov
STRM_f01v298,"And that is the status quo.","",Kuznetsov
-- Kuznetsov - Everon
STRM_f01v299,"Tell me about Everon.","",Lemontov
STRM_f01v300a,"After the war, Everon regained its independence. They tried to establish a democracy, but it wasn't easy.","",Kuznetsov
STRM_f01v300b,"The rebel commander, Gaston Astier, had a sizeable following as well as number of armed men at his disposal.","",Kuznetsov
STRM_f01v301,"The first few months, whatever the government decided, they had to check with Gaston first.\nIt felt like a military dictatorship in the making.","",Kuznetsov
STRM_f01v302a,"When Petain became president, he made a deal with Astier - he named him the commander of the militia,\ngranting him official power over the whole military -","",Kuznetsov
STRM_f01v302b,"- in exchange for not getting involved in the politics from there on.\nIt worked well for years.","",Kuznetsov
STRM_f01v303a,"Recently, there had been some trouble. The police chief, Daladier, will run for president in the next elections in a few months. ","",Kuznetsov
STRM_f01v303b,"Petain is getting old and he might not get the support he once enjoyed.","",Kuznetsov
STRM_f01v304,"If Daladier wins, Astier will not like it - he might get involved in politics again.","",Kuznetsov
STRM_f01v305,"Police chief and militia commander - two armed institutions against each other - it might even boil over into a civil war.","",Kuznetsov
STRM_f01v306,"The next presidential elections will be very interesting and their outcome might shape the future of Everon for years to come.","",Kuznetsov
-- Kuznetsov - Malden
STRM_f01v307,"Do we know anything about Malden?","",Lemontov
STRM_f01v308,"Still an American stronghold. It's their main training camp, heavily fortified and guarded.\nWe don't know much beyond that.","",Kuznetsov
-- Kuznetsov - Exit the conversation
STRM_f01v309,"Thanks for the information, it was helpful.","",Lemontov
STRM_f01v310,"No problem. Remember, you can always count on me! And let me tell you - I missed you! Goodbye, comrade Lemontov!","",Kuznetsov
STRM_f01v311,"Take care, comrade Kuznetsov.","",Lemontov
-- Kuznetsov - Re-enter
STRM_f01v312,"At your service, comrade Lemontov.","",Kuznetsov

-- Shaposhnikov Ending Discussion
STRM_f01v313,"You're back. So, what do you think?","",Shaposhnikov

STRM_f01v314,"They're planning something. Possibly something big.","",Lemontov - A
STRM_f01v315,"Supplies used to be scarce but things are to be improved significantly.\nMore tanks and helicopters are expected. A lot of new recruits are being trained here and in case of an attack they are at hand.","",Lemontov - A
STRM_f01v316,"All of the commanders are experienced veteran soldiers.\nI wouldn't mind having them all in my command tent myself.","",Lemontov - A
STRM_f01v317,"Well, except for Zubarev. He seems to be here as Volkov's yes man and political supporter.\nHe is in charge though, and must be taken into account.","",Lemontov - A
STRM_f01v318,"They want me back to lead spetsnaz. My right hand is supposed to be Kaplinsky.\nA helping hand or a supervision? Hard to tell at the moment.","",Lemontov - A
STRM_f01v319,"All in all, I feel like they're getting ready.\nIt might take months or even years, but something is going to happen eventually.\nIt does feel like Volkov is pursuing a plan.","",Lemontov - A
STRM_f01v320,"Those are my thoughts as well. I'm glad we are on the same boat.\nWhat do you propose we should do next?","",Shaposhnikov - A

STRM_f01v321,"I'm not sure, actually.","",Lemontov - B
STRM_f01v322,"What do you mean? Did you talk with everyone?","",Shaposhnikov - B
STRM_f01v323,"I did. I just didn't learn as much as I hoped.\nThe only thing I'm certain of is that they want me back to lead spetsnaz and that my right hand is supposed to be Kaplinsky.","",Lemontov - B
STRM_f01v324,"Other than that, I don't know. It seems to me there are barely any soldiers or vehicles on this island.\nNot enough to mount an attack anyway.","",Lemontov - B
STRM_f01v325,"At the moment, sure. But they are getting more. Like I said, they are slowly building up.\nTo what end I don't know, but I don't think we should just wait around to find out.","",Shaposhnikov - B
STRM_f01v326,"You're right, if Volkov is pursuing a plan, it is necessary to find out what that plan is.","",Lemontov - B
STRM_f01v327,"My words exactly. What do you propose?","",Shaposhnikov - B

STRM_f01v328,"I'm going to talk to Volkov, first thing tomorrow morning.\nA general approach would be to get closer to them, gain their trust and eventually be invited into their plan.","",Lemontov
STRM_f01v329,"A dangerous ploy. If it backfires, you might get killed.","",Shaposhnikov
STRM_f01v330,"A necessity. Since we do not know who else to trust, we need to infiltrate them to gain insight.\nOnly then we would be able to do more.","",Lemontov
STRM_f01v331,"Volkov is going to ask you about Livanokh. What are you going to tell him?","",Shaposhnikov
STRM_f01v332,"Obviously not the truth, that's a possible death sentence.\nWhatever I tell him, hopefully it does not change his plans regarding me.","",Lemontov
STRM_f01v333,"You are playing with fire, Grigory, but if you say this is the way to go, I shall support you henceforth.","",Shaposhnikov
STRM_f01v334,"Volkov is arriving in the morning, you should get some rest before that.\nI was told your equipment and uniform are ready in your tent, be sure to change.","",Shaposhnikov
STRM_f01v335,"I don't like the officer's garb anyway.","",Lemontov
STRM_f01v336,"Have a good rest, Grigory, and good luck.","",Shaposhnikov
STRM_f01v337,"See you later, Stanislav.","",Lemontov

STRM_f01v338,"That'll be all, thank you, comrade. Take care.","",Lemontov


-- Volkov
STRM_f01v339,"Comrade Lemontov, comrade Volkov has arrived and is waiting for you. Are you ready?","",Soviet
STRM_f01v340,"Yes, take me to him.","",Lemontov

STRM_f01v341,"Comrade Grigory Lemontov, at last. We meet after seven long years and you look exactly the same as you used to.","",Volkov
STRM_f01v342,"Comrade Vladimir Volkov, time has been kind to me. You yourself have changed, though.","",Lemontov
STRM_f01v343a,"I'm not the person you remember, am I? Truly not. I have been busy the past seven years.","",Volkov
STRM_f01v343b,"It took a lot of work and dedication to get where I am and it's only thanks to that you are now able to walk freely.","",Volkov
STRM_f01v344,"Do I owe my freedom to your high opinion of me?","",Lemontov
STRM_f01v345,"Unfortunately, no, your exchange was much more pragmatic.\nI had to sacrifice valuable prisoners to get you out and that does not come cheap.","",Volkov
STRM_f01v346,"I'm hoping you feel at least some level of gratitude, enough for you to be willing to join me and my cause.","",Volkov
STRM_f01v347,"I got a feeling that whatever I feel is inconsequential.","",Lemontov
STRM_f01v348a,"It would be better if you agree willingly.\nI do not wish to force you, comrade Lemontov, for the old time's sake if nothing else, but I will.","",Volkov
STRM_f01v348b,"I did not free you to simply let you go.","",Volkov
STRM_f01v349,"All you had to do was ask.","",Lemontov
STRM_f01v350a,"Good. I see you've gotten your uniform already.\nYou shall lead spetsnaz again with comrade Kaplinsky as your right hand and comrade Zubarev as your commanding officer.","",Volkov
STRM_f01v350b,"I'll leave you some time for training and getting back into shape and afterwards,\nwe shall begin working towards a better future.","",Volkov
STRM_f01v351,"But before that, there is one last thing we need to discuss. You surely have expected it.","",Volkov
STRM_f01v352,"I don't like going back to it.","",Lemontov
STRM_f01v353,"I know it's not easy, but I need to know.\nIs there anything you should tell me about the day comrade Livanokh died and you were taken prisoner?","",Volkov
STRM_f01v354,"I have to lie, otherwise I'm dead.","",Lemontov
STRM_f01v355a,"It's blurry, comrade Volkov. I remember we wanted to set a trap for Dyaconsen, the American spetsnaz.","",Lemontov
STRM_f01v355b,"To this day I'm not sure what exactly happened, but our plan backfired.","",Lemontov
STRM_f01v356a,"I remember standing above comrade Livanokh's body, my hands bloody. No breath, no pulse, he quickly grew cold.","",Lemontov
STRM_f01v356b,"Upon realizing he was dead, it was like my soul left my body and I stood there paralyzed.\nI could not come to terms with the fact that he was gone, forever.","",Lemontov
STRM_f01v357a,"Part of me died that day in the villa. I don't know how it happened and most likely I never will.","",Lemontov
STRM_f01v357b,"I only know that I failed comrade Livanokh the moment he most needed me.","",Lemontov
STRM_f01v358,"I understand, comrade Lemontov. Do not worry, comrade Livanokh will be avenged. I'll make sure of it.","",Volkov
STRM_f01v359,"I'm officially restoring your rank of major and granting you your old position of commander of spetsnaz.\nYou are now once again part of the Red Army.","",Volkov
STRM_f01v360a,"Forgive me if I don't involve you in my plans for now.\nYou have been away for a long time and I need to make sure I can fully trust you first.","",Volkov
STRM_f01v360b,"Do not worry, we shall achieve great things together very soon.","",Volkov
STRM_f01v361,"Welcome home, comrade Grigory Lemontov.","",Volkov

-- Other
STRM_f01v362,"Welcome home, Grigory.","",Lemontov
STRM_f01v363,"I talked with everyone important. I can return to Shaposhnikov in Severovodsk.","",Lemontov
STRM_f01v364,"Ny spetsnaz clothes and sniper rifle, finally.\nNow to get some rest and survive the meeting with Volkov.","",Lemontov
STRM_f01v365,"I'm busy, Grigory. Come back when you talked with everyone.","",Shaposhnikov
STRM_f01v366,"A map of Everon. They're keeping a close eye on the island.","",Lemontov
STRM_f01v367,"The ports used to be full of ships...","",Lemontov
STRM_f01v368,"The only heavy tanks I came across...","",Lemontov
STRM_f01v369,"There are less people here...","",Lemontov
STRM_f01v370,"Old models, though reliable...","",Lemontov
STRM_f01v371,"The spetsnaz base... the elite soldiers...","",Lemontov

STRM_f01v372,"Comrade Lemontov, welcome back!","",Soviet soldier
STRM_f01v373,"We salute you, comrade!","",Soviet soldier
STRM_f01v374,"All hail comrade Lemontov!","",Soviet soldier


STRM_HINT_FOLLOW,"Follow the officer","",HINT
STRM_HINT_MEETINGS,"There are five commanders you have to meet with as well as two optional meetings with soldier from logistics and postmaster.\n\nCheck your map to learn where you can find everyone.\n\nAdditionally, a new action appeared in the action menu - 'Status check'. This action reports on your current progress.","",HINT
STRM_HINT_MEETINGS_DONE,"Return to Shaposhnikov's tent to discuss what you learned","",HINT
STRM_HINT_TENT,"Finish the day by resting in your tent","",HINT

STRM_HINT_KUZNETSOV,"Kuznetsov met","",HINT
STRM_HINT_BELSKY,"Belsky met","",HINT
STRM_HINT_CHERNIKOV,"Chernikov met","",HINT
STRM_HINT_ZUBAREV,"Zubarev met","",HINT
STRM_HINT_KAPLINSKY,"Kaplinsky met","",HINT
STRM_HINT_FROLOV,"Frolov met","",HINT
STRM_HINT_SYOMIN,"Syomin met","",HINT

STRM_HINT_DOCKHAND,"Look for Chernikov in Chernoborg","",HINT
STRM_HINT_DOSTOEVSKY,"Look for Chernikov in Menshiy Rot","",HINT

STRM_ACTION,"Status check","",ACTION

STRM_WAYPOINT_SEVEROVODSK,"SEVEROVODSK","",WAYPOINT

STRM_MARKER_TENT,"Tent","",MARKER
STRM_MARKER_SHAPOSHNIKOV,"Shaposhnikov","",MARKER
STRM_MARKER_FROLOV,"Frolov","",MARKER
STRM_MARKER_ZUBAREV,"Zubarev","",MARKER
STRM_MARKER_CHERNIKOV,"Chernikov","",MARKER
STRM_MARKER_SYOMIN,"Syomin","",MARKER
STRM_MARKER_KUZNETSOV,"Kuznetsov","",MARKER
STRM_MARKER_BELSKY,"Belsky","",MARKER
STRM_MARKER_KAPLINSKY,"Kaplinsky","",MARKER

STRM_DIALOGUE_ZUBAREV_SELF,"Zinovy Zubarev","",DIALOGUE ZUBAREV
STRM_DIALOGUE_ZUBAREV_FORCES,"Kolguyev land forces","",DIALOGUE ZUBAREV LAND FORCES
STRM_DIALOGUE_SYOMIN_SELF,"Valentin Syomin","",DIALOGUE SYOMIN
STRM_DIALOGUE_SYOMIN_FORCES,"Kolguyev air forces","",DIALOGUE SYOMIN FORCES
STRM_DIALOGUE_FROLOV_SELF,"Bogdan Frolov","",DIALOGUE FROLOV
STRM_DIALOGUE_FROLOV_FORCES,"Kolguyev tank forces","",DIALOGUE FROLOV FORCES
STRM_DIALOGUE_CHERNIKOV_SELF,"Tikhon Chernikov","",DIALOGUE CHERNIKOV
STRM_DIALOGUE_CHERNIKOV_FORCES,"Kolguyev supplies","",DIALOGUE CHERNIKOV FORCES
STRM_DIALOGUE_KAPLINSKY_SELF,"Josif Kaplinsky","",DIALOGUE KAPLINSKY
STRM_DIALOGUE_KAPLINSKY_FORCES,"Kolguyev spetsnaz","",DIALOGUE KAPLINSKY FORCES
STRM_DIALOGUE_BELSKY_USSR,"The Soviet Union","",DIALOGUE BELSKY SOVIET UNION
STRM_DIALOGUE_BELSKY_USA,"The USA","",DIALOGUE BELSKY USA
STRM_DIALOGUE_BELSKY_AF,"Afghanistan","",DIALOGUE BELSKY AFGHANISTAN
STRM_DIALOGUE_KUZNETSOV_KOLGUYEV,"Kolguyev","",DIALOGUE KUZNETSOV KOLGUYEV
STRM_DIALOGUE_KUZNETSOV_EVERON,"Everon","",DIALOGUE KUZNETSOV EVERON
STRM_DIALOGUE_KUZNETSOV_MALDEN,"Malden","",DIALOGUE KUZNETSOV MALDEN
STRM_DIALOGUE_EXIT_CONVERSATION,"Exit the conversation","",DIALOGUE EXIT
STRM_DIALOGUE_SYOMIN_FAMILY_YES,"Why not","",DIALOGUE SYOMIN FAMILY YES
STRM_DIALOGUE_SYOMIN_FAMILY_NO,"Perhaps another time","",DIALOGUE SYOMIN FAMILY NO
STRM_DIALOGUE_SYOMIN_FAMILY_CONTINUE,"Let him continue","",DIALOGUE SYTOMIN FAMILY CONTINUE
STRM_DIALOGUE_SYOMIN_FAMILY_STOP,"Interrupt him","",DIALOGUE SYOMIN FAMILY STOP
